player,year,age,team,league,war,games,plate_appearances,at_bats,runs,hits,doubles,triples,home_runs,runs_batted_in,stolen_bases,caught_stealing,walks,strikeouts,batting_average,on_base_percentage,slugging_percentage,on_base_plus_slugging,on_base_plus_slugging_plus,runs_above_base_average,rbat_plus,total_bases,double_plays,hit_by_puitch,sacrifice_bunts,sacrifice_flies,intentional_walks
Chris Davis*,2020,34,BAL,AL,-1.0,16,55,52,3,6,3,0,0,1,0,0,3,17,0.115,0.164,0.173,0.337,-8.0,0.153,-23.0,9,0,0,0,0,0
Grayson Greiner,2020,27,DET,AL,-0.3,18,55,51,8,6,2,0,3,8,0,0,3,20,0.118,0.182,0.333,0.515,38.0,0.22,28.0,17,2,1,0,0,0
Christian Arroyo,2020,25,2TM,AL,0.2,15,54,50,7,12,1,0,3,8,0,0,4,11,0.24,0.296,0.44,0.736,93.0,0.314,86.0,22,2,0,0,0,0
Christian Arroyo,2020,25,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0
Christian Arroyo,2020,25,BOS,AL,0.2,14,54,50,7,12,1,0,3,8,0,0,4,11,0.24,0.296,0.44,0.736,93.0,0.314,86.0,22,2,0,0,0,0
Matt Beaty*,2020,27,LAD,NL,-0.4,21,54,50,8,11,1,0,2,5,0,0,2,14,0.22,0.278,0.36,0.638,72.0,0.277,65.0,18,3,2,0,0,0
Harold Castro*,2020,26,DET,AL,0.4,22,54,49,6,17,4,0,0,3,0,0,5,11,0.347,0.407,0.429,0.836,131.0,0.37,132.0,21,1,0,0,0,0
Sam Haggerty#,2020,26,SEA,AL,0.2,13,54,50,7,13,4,0,1,6,4,0,4,16,0.26,0.315,0.4,0.715,100.0,0.347,109.0,20,0,0,0,0,0
Scott Heineman,2020,27,TEX,AL,-0.3,24,54,52,6,8,3,0,1,7,3,0,2,11,0.154,0.185,0.269,0.454,24.0,0.209,12.0,14,1,0,0,0,0
Jacob Nottingham,2020,25,MIL,NL,0.5,20,54,48,8,9,1,0,4,13,0,0,5,20,0.188,0.278,0.458,0.736,93.0,0.327,96.0,22,1,1,0,0,0
Ildemaro Vargas#,2020,28,3TM,2LG,-0.5,24,54,51,6,10,1,1,1,3,0,0,2,10,0.196,0.222,0.314,0.536,45.0,0.227,32.0,16,2,0,0,1,0
Ildemaro Vargas#,2020,28,2TM,NL,-0.3,14,30,29,3,5,0,0,1,1,0,0,1,8,0.172,0.2,0.276,0.476,27.0,0.206,15.0,8,1,0,0,0,0
Ildemaro Vargas#,2020,28,ARI,NL,-0.4,8,21,20,2,3,0,0,0,0,0,0,1,5,0.15,0.19,0.15,0.34,-5.0,0.158,-18.0,3,1,0,0,0,0
Ildemaro Vargas#,2020,28,MIN,AL,-0.2,10,24,22,3,5,1,1,0,2,0,0,1,2,0.227,0.25,0.364,0.614,68.0,0.254,53.0,8,1,0,0,1,0
Ildemaro Vargas#,2020,28,CHC,NL,0.0,6,9,9,1,2,0,0,1,1,0,0,0,3,0.222,0.222,0.556,0.778,100.0,0.318,92.0,5,0,0,0,0,0
Magneuris Sierra*,2020,24,MIA,NL,0.4,19,53,44,8,11,3,1,0,7,4,1,5,9,0.25,0.333,0.364,0.697,89.0,0.331,95.0,16,0,1,2,1,0
Andrew Benintendi*,2020,25,BOS,AL,-0.1,14,52,39,4,4,1,0,0,1,1,2,11,17,0.103,0.314,0.128,0.442,25.0,0.239,43.0,5,1,1,1,0,0
C.J. Cron,2020,30,DET,AL,0.3,13,52,42,9,8,3,0,4,8,0,0,9,16,0.19,0.346,0.548,0.894,141.0,0.374,135.0,23,2,1,0,0,0
Thairo Estrada,2020,24,NYY,AL,-0.1,26,52,48,8,8,0,0,1,3,1,0,1,19,0.167,0.231,0.229,0.46,29.0,0.236,39.0,11,0,3,0,0,0
Eli White,2020,26,TEX,AL,-0.3,19,52,48,5,9,2,0,0,3,1,1,3,16,0.188,0.231,0.229,0.46,28.0,0.203,21.0,11,0,0,0,1,0
Matt Adams*,2020,31,ATL,NL,-0.4,16,51,49,4,9,2,0,2,9,0,0,2,18,0.184,0.216,0.347,0.563,45.0,0.257,44.0,17,3,0,0,0,0
Monte Harrison,2020,24,MIA,NL,-0.2,32,51,47,8,8,1,0,1,3,6,0,4,26,0.17,0.235,0.255,0.491,33.0,0.246,23.0,12,0,0,0,0,0
Tyler Heineman#,2020,29,SFG,NL,0.1,15,50,42,3,8,1,0,0,1,1,0,4,6,0.19,0.292,0.214,0.506,44.0,0.249,44.0,9,0,2,2,0,0
Bradley Zimmer*,2020,27,CLE,AL,0.1,20,50,37,3,6,0,0,1,3,2,1,7,14,0.162,0.36,0.243,0.603,71.0,0.295,80.0,9,2,5,0,1,0
Brandon Drury,2020,27,TOR,AL,-0.9,21,49,46,3,7,1,0,0,1,0,0,2,9,0.152,0.184,0.174,0.358,0.0,0.162,-13.0,8,0,0,0,1,0
Kyle Higashioka,2020,30,NYY,AL,0.4,16,48,48,7,12,1,0,4,10,0,0,0,11,0.25,0.25,0.521,0.771,107.0,0.319,100.0,25,0,0,0,0,0
Chad Wallach,2020,28,MIA,NL,0.2,15,48,44,4,10,3,0,1,6,0,0,3,12,0.227,0.277,0.364,0.64,71.0,0.296,76.0,16,1,0,1,0,0
Matt Davidson,2020,29,CIN,NL,-0.3,20,47,43,3,7,1,0,3,11,0,0,4,13,0.163,0.234,0.395,0.629,60.0,0.269,50.0,17,2,0,0,0,0
Jack Mayfield,2020,29,HOU,AL,-0.2,21,47,42,5,8,1,0,0,3,0,0,2,14,0.19,0.239,0.214,0.453,26.0,0.21,16.0,9,1,1,1,1,0
Mallex Smith*,2020,27,SEA,AL,-0.5,14,47,45,2,6,2,0,0,3,2,0,2,13,0.133,0.17,0.178,0.348,-2.0,0.184,1.0,8,1,0,0,0,0
Andrew Stevenson*,2020,26,WSN,NL,0.8,15,47,41,11,15,7,1,2,12,2,0,5,11,0.366,0.447,0.732,1.179,212.0,0.495,209.0,30,0,1,0,0,0
Dustin Garneau,2020,32,HOU,AL,-0.4,17,46,38,4,6,0,1,1,4,0,0,6,15,0.158,0.273,0.289,0.562,54.0,0.255,48.0,11,1,0,2,0,0
Phillip Evans,2020,27,PIT,NL,0.0,11,45,39,6,14,2,0,1,9,0,1,5,7,0.359,0.444,0.487,0.932,155.0,0.395,156.0,19,1,1,0,0,0
Reese McGuire*,2020,25,TOR,AL,-0.4,19,45,41,2,3,0,0,1,1,0,0,0,11,0.073,0.073,0.146,0.22,-42.0,0.112,-63.0,6,1,0,4,0,0
Yairo Muñoz,2020,25,BOS,AL,0.6,12,45,45,6,15,5,0,1,4,2,0,0,11,0.333,0.333,0.511,0.844,121.0,0.369,117.0,23,1,0,0,0,0
Manny Piña,2020,33,MIL,NL,0.6,15,45,39,4,9,1,0,2,5,0,0,3,11,0.231,0.333,0.41,0.744,98.0,0.33,99.0,16,0,3,0,0,0
Joseph Odom,2020,28,SEA,AL,-0.2,18,44,39,2,5,0,0,0,2,0,0,4,20,0.128,0.209,0.128,0.338,-1.0,0.209,23.0,5,1,0,1,0,0
Chris Owings,2020,28,COL,NL,0.2,17,44,41,9,11,1,0,2,5,1,0,3,11,0.268,0.318,0.439,0.757,91.0,0.332,86.0,18,0,0,0,0,0
Pavin Smith*,2020,24,ARI,NL,0.2,12,44,37,7,10,0,1,1,4,1,0,5,8,0.27,0.341,0.405,0.746,102.0,0.322,92.0,15,0,0,0,2,0
LaMonte Wade Jr.*,2020,26,MIN,AL,0.0,16,44,39,3,9,3,0,0,1,1,1,4,9,0.231,0.318,0.308,0.626,76.0,0.276,73.0,12,0,1,0,0,0
Drew Butera,2020,36,COL,NL,-0.2,28,43,39,4,6,2,0,0,4,0,0,2,11,0.154,0.19,0.205,0.396,2.0,0.197,-7.0,8,3,0,1,1,0
Mike Freeman*,2020,32,CLE,AL,-0.1,24,43,38,5,9,3,0,0,3,0,0,3,11,0.237,0.302,0.316,0.618,70.0,0.275,65.0,12,0,1,0,1,0
Franchy Cordero*,2020,25,KCR,AL,0.0,16,42,38,7,8,3,0,2,7,1,0,4,4,0.211,0.286,0.447,0.733,94.0,0.316,87.0,17,1,0,0,0,0
Francisco Mejia#,2020,24,SDP,NL,-0.3,17,42,39,5,3,1,0,1,2,0,0,1,9,0.077,0.143,0.179,0.322,-11.0,0.149,-18.0,7,1,2,0,0,0
Eddy Alvarez*,2020,30,MIA,NL,0.0,12,41,37,6,7,1,0,0,2,2,0,3,16,0.189,0.268,0.216,0.485,34.0,0.258,42.0,8,0,1,0,0,0
Lewin Díaz*,2020,23,MIA,NL,-0.3,14,41,39,2,6,2,0,0,3,0,0,2,12,0.154,0.195,0.205,0.4,9.0,0.182,-2.0,8,2,0,0,0,0
Jonah Heim#,2020,25,OAK,AL,0.1,13,41,38,5,8,0,0,0,5,0,0,3,3,0.211,0.268,0.211,0.479,37.0,0.224,34.0,8,1,0,0,0,0
Rangel Ravelo,2020,28,STL,NL,-0.2,13,41,35,5,6,1,0,1,6,0,0,4,6,0.171,0.244,0.286,0.53,47.0,0.232,39.0,10,0,0,0,2,0
Tyrone Taylor,2020,26,MIL,NL,0.2,22,41,38,6,9,4,0,2,6,0,0,2,8,0.237,0.293,0.5,0.793,107.0,0.332,100.0,19,1,1,0,0,0
Neil Walker#,2020,34,PHI,NL,-0.1,18,41,39,5,9,3,0,0,3,0,0,1,13,0.231,0.244,0.308,0.552,48.0,0.239,37.0,12,0,0,0,1,0
Matt Wieters#,2020,34,STL,NL,0.0,19,41,35,3,7,1,0,0,4,0,0,3,10,0.2,0.3,0.229,0.529,50.0,0.253,52.0,8,1,2,1,0,0
Lane Thomas,2020,24,STL,NL,-0.2,18,40,36,5,4,2,0,1,2,0,0,4,13,0.111,0.2,0.25,0.45,24.0,0.204,19.0,9,1,0,0,0,0
Derek Fisher*,2020,26,TOR,AL,-0.4,16,39,31,5,7,2,1,1,7,0,1,7,11,0.226,0.359,0.452,0.811,122.0,0.333,115.0,14,0,0,0,1,0
Logan Forsythe,2020,33,MIA,NL,-0.3,12,38,34,2,4,1,0,1,2,0,0,4,12,0.118,0.211,0.235,0.446,21.0,0.203,12.0,8,0,0,0,0,0
Kevan Smith,2020,32,TBR,AL,0.3,17,38,31,3,8,3,0,1,8,0,0,5,11,0.258,0.378,0.452,0.83,134.0,0.362,134.0,14,1,1,0,0,0
Steven Duggar*,2020,26,SFG,NL,-0.4,21,36,34,3,6,2,0,0,3,1,0,1,11,0.176,0.222,0.235,0.458,27.0,0.212,20.0,8,1,1,0,0,0
Mark Mathias,2020,25,MIL,NL,0.1,16,36,36,2,10,3,0,0,4,1,0,0,7,0.278,0.278,0.361,0.639,70.0,0.329,93.0,13,0,0,0,0,0
Billy Hamilton,2020,29,2TM,NL,0.0,31,36,32,10,4,0,0,1,2,6,2,2,7,0.125,0.171,0.219,0.39,6.0,0.184,-9.0,7,0,0,1,1,0
Billy Hamilton,2020,29,NYM,NL,-0.1,17,25,22,4,1,0,0,0,1,3,1,1,3,0.045,0.083,0.045,0.129,-63.0,0.075,-84.0,1,0,0,1,1,0
Billy Hamilton,2020,29,CHC,NL,0.2,14,11,10,6,3,0,0,1,1,3,1,1,4,0.3,0.364,0.6,0.964,154.0,0.423,154.0,6,0,0,0,0,0
Guillermo Heredia,2020,29,2TM,NL,0.1,15,36,33,6,7,0,0,2,5,1,0,3,9,0.212,0.278,0.394,0.672,82.0,0.299,78.0,13,0,0,0,0,0
Guillermo Heredia,2020,29,PIT,NL,0.0,8,18,16,2,3,0,0,0,2,1,0,2,4,0.188,0.278,0.188,0.465,31.0,0.241,32.0,3,0,0,0,0,0
Guillermo Heredia,2020,29,NYM,NL,0.1,7,18,17,4,4,0,0,2,3,0,0,1,5,0.235,0.278,0.588,0.866,130.0,0.357,124.0,10,0,0,0,0,0
Albert Almora,2020,26,CHC,NL,-0.1,28,34,30,4,5,1,0,0,1,0,0,3,9,0.167,0.265,0.2,0.465,29.0,0.223,26.0,6,0,1,0,0,0
Braden Bishop,2020,26,SEA,AL,0.1,12,34,30,2,5,2,0,0,4,1,0,2,10,0.167,0.242,0.233,0.476,35.0,0.255,51.0,7,0,1,1,0,0
Yoenis Céspedes,2020,34,NYM,NL,-0.1,8,34,31,3,5,1,0,2,4,0,0,2,15,0.161,0.235,0.387,0.622,68.0,0.294,81.0,12,1,1,0,0,0
Jonathan Davis,2020,28,TOR,AL,0.4,13,34,27,4,7,2,0,1,6,1,0,3,11,0.259,0.364,0.444,0.808,121.0,0.358,120.0,12,1,2,0,1,0
Jake Marisnick,2020,29,NYM,NL,0.2,16,34,33,4,11,3,0,2,5,0,0,1,10,0.333,0.353,0.606,0.959,158.0,0.419,168.0,20,0,0,0,0,0
Rob Refsnyder,2020,29,TEX,AL,0.0,15,34,30,4,6,1,0,0,1,0,0,2,11,0.2,0.265,0.233,0.498,40.0,0.228,34.0,7,0,1,0,1,0
Andrew Young,2020,26,ARI,NL,-0.1,12,34,26,3,5,2,0,1,4,0,0,5,10,0.192,0.382,0.385,0.767,110.0,0.352,116.0,10,0,3,0,0,0
Travis Demeritte,2020,25,DET,AL,0.0,18,33,29,5,5,1,0,0,4,0,0,3,14,0.172,0.273,0.207,0.48,36.0,0.232,36.0,6,0,1,0,0,0
Bryan Holaday,2020,32,BAL,AL,-0.3,20,33,31,5,5,1,0,0,4,0,0,2,9,0.161,0.212,0.194,0.406,12.0,0.21,17.0,6,1,0,0,0,0
Sam Huff,2020,22,TEX,AL,0.5,10,33,31,5,11,3,0,3,4,0,0,2,11,0.355,0.394,0.742,1.136,204.0,0.47,203.0,23,0,0,0,0,0
Wyatt Mathisen,2020,26,ARI,NL,0.2,9,33,27,5,6,0,0,2,5,0,0,5,12,0.222,0.364,0.444,0.808,118.0,0.354,118.0,12,0,1,0,0,0
Austin Allen*,2020,26,OAK,AL,-0.2,14,32,31,1,6,1,0,1,3,0,0,1,14,0.194,0.219,0.323,0.541,49.0,0.234,42.0,10,0,0,0,0,0
Greg Allen#,2020,27,2TM,2LG,0.1,16,32,26,4,4,1,0,1,4,2,0,3,10,0.154,0.281,0.308,0.589,62.0,0.283,61.0,8,0,2,0,1,0
Greg Allen#,2020,27,CLE,AL,0.0,15,28,25,3,4,1,0,1,4,1,0,1,9,0.16,0.214,0.32,0.534,44.0,0.238,33.0,8,0,1,0,1,0
Greg Allen#,2020,27,SDP,NL,0.1,1,4,1,1,0,0,0,0,0,1,0,2,1,0.0,0.75,0.0,0.75,138.0,0.594,253.0,0,0,1,0,0,0
Steven Souza Jr.,2020,31,CHC,NL,0.0,11,31,27,3,4,2,0,1,5,1,0,4,15,0.148,0.258,0.333,0.591,58.0,0.267,52.0,9,0,0,0,0,0
Erik Kratz,2020,40,NYY,AL,0.4,16,30,28,2,9,2,0,0,4,0,0,2,6,0.321,0.367,0.393,0.76,113.0,0.338,113.0,11,0,0,0,0,0
Jake Fraley*,2020,25,SEA,AL,0.0,7,29,26,3,4,1,1,0,0,2,1,2,11,0.154,0.241,0.269,0.511,44.0,0.227,39.0,7,0,1,0,0,0
Jesús Sánchez*,2020,22,MIA,NL,-0.5,10,29,25,1,1,1,0,0,2,0,0,4,11,0.04,0.172,0.08,0.252,-28.0,0.14,-32.0,2,1,0,0,0,0
Anthony Alford,2020,25,2TM,2LG,-0.2,18,29,28,5,6,0,1,2,7,3,0,1,8,0.214,0.241,0.5,0.741,96.0,0.324,83.0,14,0,0,0,0,0
Anthony Alford,2020,25,TOR,AL,-0.2,13,16,16,3,3,0,0,1,3,3,0,0,7,0.188,0.188,0.375,0.563,49.0,0.268,30.0,6,0,0,0,0,0
Anthony Alford,2020,25,PIT,NL,-0.1,5,13,12,2,3,0,1,1,4,0,0,1,1,0.25,0.308,0.667,0.974,155.0,0.393,147.0,8,0,0,0,0,0
Yadiel Hernández*,2020,32,WSN,NL,-0.1,12,28,26,3,5,3,0,1,6,0,0,1,12,0.192,0.214,0.423,0.637,67.0,0.26,52.0,11,0,0,0,1,0
Jorge Mateo,2020,25,SDP,NL,-0.4,22,28,26,4,4,3,0,0,2,1,0,1,11,0.154,0.185,0.269,0.454,25.0,0.205,12.0,7,1,0,1,0,0
Logan Morrison*,2020,32,MIL,NL,-0.2,9,28,25,3,3,1,0,1,2,0,0,3,8,0.12,0.214,0.28,0.494,31.0,0.222,23.0,7,0,0,0,0,0
Franklin Barreto,2020,24,2TM,AL,-0.5,21,28,27,5,2,0,0,0,2,1,0,0,15,0.074,0.107,0.074,0.181,-48.0,0.099,-63.0,2,0,1,0,0,0
Franklin Barreto,2020,24,OAK,AL,-0.2,15,10,10,5,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100.0,0.0,-123.0,0,0,0,0,0,0
Franklin Barreto,2020,24,LAA,AL,-0.2,6,18,17,0,2,0,0,0,2,1,0,0,8,0.118,0.167,0.118,0.284,-20.0,0.153,-29.0,2,0,1,0,0,0
Ramón Urías,2020,26,BAL,AL,0.1,10,27,25,3,9,2,0,1,3,0,0,2,6,0.36,0.407,0.56,0.967,160.0,0.416,161.0,14,1,0,0,0,0
Tomás Nido,2020,26,NYM,NL,0.2,7,26,24,4,7,1,0,2,6,0,0,2,6,0.292,0.346,0.583,0.929,150.0,0.384,143.0,14,2,0,0,0,0
Alejandro Kirk,2020,21,TOR,AL,0.2,9,25,24,4,9,2,0,1,3,0,0,1,4,0.375,0.4,0.583,0.983,166.0,0.414,163.0,14,0,0,0,0,0
Matt Thaiss*,2020,25,LAA,AL,-0.3,8,25,21,3,3,0,0,1,1,0,0,4,8,0.143,0.28,0.286,0.566,56.0,0.263,56.0,6,1,0,0,0,0
Christian Colón,2020,31,CIN,NL,-0.4,11,24,23,3,3,1,0,0,2,1,0,1,3,0.13,0.167,0.174,0.341,-11.0,0.162,-31.0,4,1,0,0,0,0
Daniel Robertson,2020,26,SFG,NL,0.1,13,24,21,4,7,0,0,0,2,0,0,3,6,0.333,0.417,0.333,0.75,112.0,0.347,117.0,7,0,0,0,0,0
Beau Taylor*,2020,30,CLE,AL,-0.2,7,24,21,1,1,0,0,0,2,0,0,2,9,0.048,0.13,0.048,0.178,-48.0,0.1,-65.0,1,0,0,1,0,0
Meibrys Viloria*,2020,23,KCR,AL,-0.2,15,24,21,1,4,1,0,0,0,0,0,2,9,0.19,0.292,0.238,0.53,47.0,0.244,41.0,5,0,1,0,0,0
Sergio Alcántara#,2020,23,DET,AL,-0.3,10,23,21,2,3,0,1,1,1,0,0,2,4,0.143,0.217,0.381,0.598,60.0,0.253,51.0,8,0,0,0,0,0
Kyle Garlick,2020,28,PHI,NL,-0.4,12,23,22,0,3,1,0,0,3,0,0,0,7,0.136,0.174,0.182,0.356,-3.0,0.203,12.0,4,0,1,0,0,0
Nicky Delmonico*,2020,27,CHW,AL,-0.4,6,22,20,0,3,0,0,0,3,0,0,2,2,0.15,0.227,0.15,0.377,8.0,0.186,3.0,3,2,0,0,0,0
Isan Díaz*,2020,24,MIA,NL,-0.3,7,22,22,3,4,0,0,0,1,0,0,0,7,0.182,0.182,0.182,0.364,-1.0,0.164,-15.0,4,0,0,0,0,0
Taylor Jones,2020,26,HOU,AL,-0.3,7,22,21,3,4,1,0,1,3,0,0,1,7,0.19,0.227,0.381,0.608,62.0,0.259,53.0,8,2,0,0,0,0
Jordy Mercer,2020,33,2TM,AL,-0.2,9,22,20,2,4,0,0,0,0,0,0,2,2,0.2,0.273,0.2,0.473,35.0,0.222,31.0,4,1,0,0,0,0
Jordy Mercer,2020,33,DET,AL,-0.1,3,9,9,1,2,0,0,0,0,0,0,0,1,0.222,0.222,0.222,0.444,23.0,0.189,6.0,2,1,0,0,0,0
Jordy Mercer,2020,33,NYY,AL,-0.1,6,13,11,1,2,0,0,0,0,0,0,2,1,0.182,0.308,0.182,0.49,42.0,0.246,48.0,2,0,0,0,0,0
Sherten Apostel,2020,21,TEX,AL,-0.5,7,21,20,1,2,1,0,0,0,0,0,1,9,0.1,0.143,0.15,0.293,-19.0,0.135,-31.0,3,0,0,0,0,0
Lorenzo Cain,2020,34,MIL,NL,0.2,5,21,18,4,6,1,0,0,2,0,0,3,2,0.333,0.429,0.389,0.817,122.0,0.357,118.0,7,1,0,0,0,1
Brendan Rodgers,2020,23,COL,NL,-0.5,7,21,21,1,2,1,0,0,2,0,0,0,6,0.095,0.095,0.143,0.238,-40.0,0.102,-70.0,3,0,0,0,0,0
Brent Rooker,2020,25,MIN,AL,0.0,7,21,19,4,6,2,0,1,5,0,0,0,5,0.316,0.381,0.579,0.96,162.0,0.409,162.0,11,0,2,0,0,0
Yolmer Sánchez#,2020,28,CHW,AL,0.3,11,21,16,7,5,3,0,1,1,0,0,5,5,0.313,0.476,0.688,1.164,216.0,0.48,209.0,11,1,0,0,0,0
Kevin Cron,2020,27,ARI,NL,-0.4,8,20,17,0,0,0,0,0,0,0,0,1,7,0.0,0.15,0.0,0.15,-54.0,0.109,-53.0,0,0,2,0,0,0
Joe Hudson,2020,29,SEA,AL,-0.2,9,20,17,0,3,0,0,0,0,0,0,2,5,0.176,0.263,0.176,0.44,28.0,0.205,18.0,3,0,0,1,0,0
Mark Payton*,2020,28,CIN,NL,-0.2,8,20,18,0,3,1,0,0,0,1,0,2,5,0.167,0.25,0.222,0.472,25.0,0.234,17.0,4,1,0,0,0,0
Tyler Stephenson,2020,23,CIN,NL,0.3,8,20,17,4,5,0,0,2,6,0,0,2,9,0.294,0.4,0.647,1.047,167.0,0.438,167.0,11,0,1,0,0,0
Eric Haase,2020,27,DET,AL,-0.1,7,19,17,1,3,0,0,0,2,0,0,1,6,0.176,0.211,0.176,0.387,9.0,0.226,32.0,3,0,0,0,1,0
Luis Alexander Basabe#,2020,23,SFG,NL,0.1,9,18,14,5,2,0,0,0,1,2,0,4,5,0.143,0.333,0.143,0.476,39.0,0.333,90.0,2,0,0,0,0,0
Zack Collins*,2020,25,CHW,AL,-0.2,9,18,16,1,1,1,0,0,0,0,0,2,5,0.063,0.167,0.125,0.292,-17.0,0.146,-24.0,2,0,0,0,0,0
Wilmer Difo#,2020,28,WSN,NL,-0.1,12,18,14,1,1,0,0,0,1,0,0,3,4,0.071,0.222,0.071,0.294,-14.0,0.167,-11.0,1,0,0,0,1,0
Nick Heath*,2020,26,KCR,AL,0.1,15,18,13,2,2,1,0,0,3,2,2,2,6,0.154,0.313,0.231,0.543,51.0,0.232,51.0,3,0,1,1,0,0
Mickey Moniak*,2020,22,PHI,NL,0.1,8,18,14,3,3,0,0,0,0,0,0,4,6,0.214,0.389,0.214,0.603,70.0,0.307,84.0,3,0,0,0,0,0
Josh Phegley,2020,32,CHC,NL,-0.1,11,18,16,4,1,0,0,1,2,0,0,1,3,0.063,0.167,0.25,0.417,11.0,0.239,37.0,4,0,1,0,0,0
Mason Williams*,2020,28,BAL,AL,-0.3,10,18,18,0,2,0,1,0,0,0,1,0,9,0.111,0.111,0.222,0.333,-13.0,0.108,-34.0,4,0,0,0,0,0
Travis Jankowski*,2020,29,CIN,NL,-0.3,16,17,15,3,1,0,0,0,0,2,1,2,7,0.067,0.176,0.067,0.243,-32.0,0.133,-42.0,1,1,0,0,0,0
Andrew Knizner,2020,25,STL,NL,-0.1,8,17,16,1,4,1,0,0,4,0,0,0,5,0.25,0.235,0.313,0.548,50.0,0.231,38.0,5,2,0,0,1,0
Jake Noll,2020,26,WSN,NL,-0.1,7,17,17,2,6,1,0,0,0,0,0,0,4,0.353,0.353,0.412,0.765,107.0,0.326,99.0,7,1,0,0,0,0
Max Schrock*,2020,25,STL,NL,0.0,11,17,17,1,3,0,0,1,1,0,0,0,6,0.176,0.176,0.353,0.529,42.0,0.221,31.0,6,0,0,0,0,0
Willians Astudillo,2020,28,MIN,AL,0.0,8,16,16,4,4,1,0,1,3,0,0,0,2,0.25,0.25,0.5,0.75,101.0,0.313,94.0,8,0,0,0,0,0
Brian Dozier,2020,33,NYM,NL,-0.4,7,16,15,1,2,0,0,0,0,0,0,1,5,0.133,0.188,0.133,0.321,-9.0,0.157,-15.0,2,1,0,0,0,0
Erick Mejia#,2020,25,KCR,AL,-0.4,8,16,14,1,1,1,0,0,0,1,0,0,7,0.071,0.071,0.143,0.214,-44.0,0.105,-92.0,2,0,0,1,0,0
Jared Oliva,2020,24,PIT,NL,-0.2,6,16,16,0,3,0,0,0,0,1,0,0,6,0.188,0.188,0.188,0.375,3.0,0.172,-18.0,3,0,0,0,0,0
Jorge Oña,2020,23,SDP,NL,0.2,5,15,12,3,3,1,0,1,2,0,0,2,7,0.25,0.4,0.583,0.983,170.0,0.476,209.0,7,0,1,0,0,0
Brandon Dixon,2020,28,DET,AL,-0.1,5,14,13,0,1,1,0,0,2,0,0,1,4,0.077,0.143,0.154,0.297,-18.0,0.138,-30.0,2,1,0,0,0,0
Donovan Walton*,2020,26,SEA,AL,-0.1,5,14,13,0,2,1,0,0,3,0,1,1,5,0.154,0.214,0.231,0.445,26.0,0.166,21.0,3,1,0,0,0,0
Abraham Almonte#,2020,31,SDP,NL,-0.2,7,13,11,0,1,0,0,0,0,1,1,2,4,0.091,0.231,0.091,0.322,-5.0,0.156,2.0,1,0,0,0,0,0
Yu Chang,2020,24,CLE,AL,0.1,10,13,11,1,2,0,0,0,1,0,0,2,4,0.182,0.308,0.182,0.49,40.0,0.238,39.0,2,2,0,0,0,0
Daniel Johnson*,2020,24,CLE,AL,-0.3,5,13,12,0,1,0,0,0,0,0,0,1,5,0.083,0.154,0.083,0.237,-32.0,0.075,-89.0,1,0,0,0,0,1
Sean Rodríguez,2020,35,MIA,NL,-0.3,4,13,13,0,2,0,0,0,0,0,0,0,6,0.154,0.154,0.154,0.308,-16.0,0.124,-42.0,2,0,0,0,0,0
Jaylin Davis,2020,25,SFG,NL,-0.2,4,12,12,2,2,0,0,1,1,0,0,0,6,0.167,0.167,0.417,0.583,54.0,0.238,42.0,5,0,0,0,0,0
Kelvin Gutiérrez,2020,25,KCR,AL,-0.1,4,12,9,0,1,0,0,0,0,0,0,3,6,0.111,0.333,0.111,0.444,29.0,0.25,45.0,1,0,0,0,0,0
Derek Hill,2020,24,DET,AL,-0.2,15,12,11,3,1,0,0,0,0,0,0,1,6,0.091,0.167,0.091,0.258,-26.0,0.133,-33.0,1,0,0,0,0,0
Ryan Lavarnway,2020,32,MIA,NL,0.0,5,11,11,0,4,0,0,0,0,0,0,0,2,0.364,0.364,0.364,0.727,98.0,0.327,99.0,4,0,0,0,0,0
Dawel Lugo,2020,25,DET,AL,-0.1,9,11,10,3,2,0,0,0,1,0,0,1,1,0.2,0.273,0.2,0.473,34.0,0.218,26.0,2,1,0,0,0,0
Jason Martin*,2020,24,PIT,NL,-0.2,7,11,9,2,0,0,0,0,0,0,0,2,4,0.0,0.182,0.0,0.182,-44.0,0.128,-38.0,0,0,0,0,0,0
César Puello,2020,29,BOS,AL,0.2,5,11,8,1,3,0,0,0,0,0,0,2,2,0.375,0.5,0.375,0.875,140.0,0.409,157.0,3,0,0,1,0,0
Harold Ramírez,2020,25,MIA,NL,-0.1,3,11,10,2,2,0,0,0,1,0,1,1,2,0.2,0.273,0.2,0.473,31.0,0.181,29.0,2,0,0,0,0,0
Matt Reynolds,2020,29,KCR,AL,-0.2,3,11,11,1,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100.0,0.0,-130.0,0,0,0,0,0,0
William Contreras,2020,22,ATL,NL,0.1,4,10,10,0,4,1,0,0,1,0,0,0,4,0.4,0.4,0.5,0.9,136.0,0.393,139.0,5,0,0,0,0,0
Ryan Goins*,2020,32,CHW,AL,-0.2,14,10,9,4,0,0,0,0,0,0,0,1,1,0.0,0.1,0.0,0.1,-69.0,0.07,-79.0,0,0,0,0,0,0
