player,year,age,team,league,war,games,plate_appearances,at_bats,runs,hits,doubles,triples,home_runs,runs_batted_in,stolen_bases,caught_stealing,walks,strikeouts,batting_average,on_base_percentage,slugging_percentage,on_base_plus_slugging,on_base_plus_slugging_plus,runs_above_base_average,rbat_plus,total_bases,double_plays,hit_by_puitch,sacrifice_bunts,sacrifice_flies,intentional_walks,awards
Omar Narváez,2024,32,NYM,NL,-0.9,28,69,65,4,10,2,0,0,5,0,0,3,12,0.154,0.191,0.185,0.376,9.0,0.172,-1.0,12,2,0,1,0,0,
Jacob Hurtubise,2024,26,CIN,NL,-0.1,29,68,54,7,10,1,1,0,4,2,0,6,18,0.185,0.297,0.241,0.538,50.0,0.275,55.0,13,0,3,4,1,0,
Jasson Domínguez,2024,21,NYY,AL,-0.1,18,67,56,8,10,1,0,2,4,5,0,11,19,0.179,0.313,0.304,0.617,77.0,0.315,88.0,17,0,0,0,0,0,
Braden Shewmake,2024,26,CHW,AL,-0.6,29,67,64,4,8,2,0,1,4,5,1,1,10,0.125,0.134,0.203,0.337,-5.0,0.154,-19.0,13,0,0,0,2,0,
Alan Trejo,2024,28,COL,NL,-0.8,28,67,63,4,9,0,0,0,1,0,0,2,15,0.143,0.182,0.143,0.325,-10.0,0.154,-27.0,9,2,1,1,0,0,
Jonatan Clase,2024,22,2TM,AL,-0.1,26,66,61,7,15,2,0,1,5,3,1,3,17,0.246,0.303,0.328,0.631,86.0,0.299,94.0,20,1,2,0,0,0,
Jonatan Clase,2024,22,SEA,AL,-0.2,19,43,41,4,8,1,0,0,3,3,0,2,14,0.195,0.233,0.22,0.452,36.0,0.221,32.0,9,1,0,0,0,0,
Jonatan Clase,2024,22,TOR,AL,0.2,7,23,20,3,7,1,0,1,2,0,1,1,3,0.35,0.435,0.55,0.985,180.0,0.443,210.0,11,0,2,0,0,0,
Zach Dezenzo,2024,24,HOU,AL,-0.2,19,65,62,5,15,2,0,2,8,0,0,3,22,0.242,0.277,0.371,0.648,84.0,0.307,98.0,23,3,0,0,0,0,
Yuli Gurriel,2024,40,KCR,AL,0.1,18,65,54,7,13,3,0,0,6,1,0,9,15,0.241,0.338,0.296,0.635,82.0,0.289,78.0,16,1,0,0,2,0,
Ryan Kreidler,2024,26,DET,AL,-0.5,35,65,59,9,7,0,0,1,2,5,3,6,19,0.119,0.2,0.169,0.369,7.0,0.17,1.0,10,2,0,0,0,0,
Esteury Ruiz,2024,25,OAK,AL,-0.1,29,65,55,10,11,2,1,2,8,5,4,4,20,0.2,0.27,0.382,0.652,87.0,0.266,80.0,21,1,2,2,2,0,
Pablo Reyes,2024,30,2TM,2LG,-0.7,22,64,60,5,11,2,0,0,5,1,2,3,19,0.183,0.234,0.217,0.451,27.0,0.196,20.0,13,1,1,0,0,0,
Pablo Reyes,2024,30,BOS,AL,-0.7,21,64,60,4,11,2,0,0,5,1,2,3,19,0.183,0.234,0.217,0.451,27.0,0.196,20.0,13,1,1,0,0,0,
Pablo Reyes,2024,30,NYM,NL,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,
Aaron Hicks,2024,34,LAA,AL,-0.7,18,63,57,6,8,0,0,1,5,0,0,6,23,0.14,0.222,0.193,0.415,20.0,0.196,15.0,11,1,0,0,0,0,
David Dahl,2024,30,PHI,NL,0.3,19,62,58,6,12,2,0,3,8,0,0,3,21,0.207,0.242,0.397,0.638,76.0,0.287,79.0,23,0,0,0,1,0,
Mike Ford,2024,31,CIN,NL,-0.7,17,62,60,2,9,0,1,1,4,0,0,2,15,0.15,0.177,0.233,0.411,11.0,0.181,-4.0,14,1,0,0,0,0,
Drew Millas,2024,26,WSN,NL,0.4,20,62,57,7,14,1,0,1,1,4,0,5,16,0.246,0.306,0.316,0.622,78.0,0.302,82.0,18,1,0,0,0,0,
Jared Walsh,2024,30,TEX,AL,-0.2,17,60,53,9,12,2,0,1,7,0,0,7,21,0.226,0.317,0.321,0.637,85.0,0.288,84.0,17,2,0,0,0,0,
Kyren Paris,2024,22,LAA,AL,-0.3,21,59,51,4,6,2,0,1,5,1,0,7,17,0.118,0.224,0.216,0.44,26.0,0.225,32.0,11,1,0,0,0,0,
David Hensley,2024,28,MIA,NL,-0.4,23,58,52,9,11,1,0,1,4,1,0,6,17,0.212,0.293,0.288,0.582,60.0,0.262,51.0,15,0,0,0,0,0,
Tyler Black,2024,23,MIL,NL,-0.1,18,57,49,4,10,2,0,0,2,3,0,7,17,0.204,0.316,0.245,0.561,59.0,0.28,62.0,12,0,1,0,0,0,
Mason McCoy,2024,29,SDP,NL,-0.1,19,57,49,7,10,2,0,0,3,1,0,5,19,0.204,0.278,0.245,0.523,49.0,0.24,38.0,12,2,0,3,0,0,
Eguy Rosario,2024,24,SDP,NL,0.3,30,57,53,5,13,6,0,3,6,0,0,2,20,0.245,0.286,0.528,0.814,121.0,0.339,116.0,28,1,1,1,0,0,
Cole Tucker,2024,27,LAA,AL,-0.5,24,57,50,3,9,4,1,0,3,3,1,6,17,0.18,0.263,0.3,0.563,60.0,0.255,55.0,15,0,0,0,1,0,
Rafael Marchán,2024,25,PHI,NL,0.7,17,56,51,8,15,4,0,3,6,0,0,3,8,0.294,0.345,0.549,0.894,147.0,0.379,147.0,28,1,1,1,0,0,
Chadwick Tromp,2024,29,ATL,NL,0.2,19,54,52,3,13,6,0,0,6,0,0,1,17,0.25,0.259,0.365,0.625,72.0,0.282,73.0,19,2,0,0,1,0,
Drew Romo,2024,22,COL,NL,-0.2,16,53,51,4,9,3,0,0,6,0,1,2,18,0.176,0.208,0.235,0.443,20.0,0.186,5.0,12,2,0,0,0,0,
Thomas Saggese,2024,22,STL,NL,-0.2,18,52,49,5,10,2,0,1,4,0,0,2,14,0.204,0.25,0.306,0.556,55.0,0.246,48.0,15,0,1,0,0,0,
Luke Williams,2024,27,ATL,NL,0.2,34,52,46,8,9,3,0,0,4,3,0,4,13,0.196,0.275,0.261,0.535,51.0,0.277,59.0,12,1,1,1,0,0,
Avisaíl García,2024,33,MIA,NL,-0.2,18,51,50,4,12,1,0,2,2,0,0,1,13,0.24,0.255,0.38,0.635,70.0,0.269,58.0,19,4,0,0,0,0,
Rece Hinds,2024,23,CIN,NL,0.7,24,51,46,9,12,4,1,5,11,2,0,4,16,0.261,0.333,0.717,1.051,176.0,0.435,173.0,33,0,1,0,0,0,
Austin Shenton,2024,26,TBR,AL,0.1,19,50,42,3,9,5,0,1,3,0,0,8,14,0.214,0.34,0.405,0.745,114.0,0.329,114.0,17,1,0,0,0,0,
Luken Baker,2024,27,STL,NL,-0.2,21,49,40,3,7,1,1,2,10,1,0,7,11,0.175,0.286,0.4,0.686,90.0,0.298,83.0,16,1,0,0,2,0,
Billy Cook,2024,25,PIT,NL,0.6,16,49,49,5,11,2,0,3,8,1,0,0,19,0.224,0.224,0.449,0.673,82.0,0.287,73.0,22,0,0,0,0,0,
Tyler Locklear,2024,23,SEA,AL,-0.3,16,49,45,3,7,1,0,2,3,1,0,3,20,0.156,0.224,0.311,0.536,57.0,0.241,55.0,14,3,1,0,0,0,
René Pinto,2024,27,TBR,AL,-0.1,19,49,42,5,9,3,0,2,6,0,0,4,18,0.214,0.292,0.429,0.72,104.0,0.306,97.0,18,0,1,1,1,0,
Ryan Vilade,2024,25,DET,AL,-0.7,17,49,45,5,8,0,0,1,5,0,0,2,12,0.178,0.208,0.244,0.453,29.0,0.218,31.0,11,2,0,1,1,0,
Davis Wendzel,2024,27,TEX,AL,-0.1,27,49,47,2,6,2,0,1,2,0,0,1,12,0.128,0.163,0.234,0.397,13.0,0.174,3.0,11,1,1,0,0,0,
David Bote,2024,31,CHC,NL,0.2,37,48,46,4,14,4,0,0,6,0,0,2,13,0.304,0.333,0.391,0.725,105.0,0.317,103.0,18,1,0,0,0,0,
Gustavo Campero,2024,26,LAA,AL,-0.1,13,48,46,6,11,0,1,1,6,3,0,0,8,0.239,0.271,0.348,0.619,74.0,0.305,83.0,16,0,2,0,0,0,
Jamie Westbrook,2024,29,BOS,AL,-0.1,21,48,40,4,6,2,0,2,7,0,0,4,14,0.15,0.234,0.35,0.584,60.0,0.271,63.0,14,0,1,0,2,0,
Jahmai Jones,2024,26,NYY,AL,0.0,33,47,42,8,10,1,1,1,4,1,1,2,16,0.238,0.304,0.381,0.685,93.0,0.293,89.0,16,0,2,1,0,0,
Coby Mayo,2024,22,BAL,AL,-0.7,17,46,41,4,4,0,0,0,0,0,0,4,22,0.098,0.196,0.098,0.293,-10.0,0.153,-7.0,4,1,1,0,0,0,
Shay Whitcomb,2024,25,HOU,AL,-0.4,20,46,41,1,9,3,0,0,5,0,0,5,8,0.22,0.304,0.293,0.597,73.0,0.27,72.0,12,1,0,0,0,0,
Steward Berroa,2024,25,TOR,AL,0.3,28,45,37,7,7,1,0,0,1,6,2,8,14,0.189,0.333,0.216,0.55,63.0,0.298,83.0,8,0,0,0,0,0,
Yoán Moncada,2024,29,CHW,AL,0.3,12,45,40,4,11,3,1,0,0,1,0,5,11,0.275,0.356,0.4,0.756,117.0,0.337,116.0,16,2,0,0,0,0,
Justin Foscue,2024,25,TEX,AL,-0.7,15,44,42,3,2,1,0,0,1,0,0,2,18,0.048,0.091,0.071,0.162,-52.0,0.08,-65.0,3,0,0,0,0,0,
Seby Zavala,2024,30,SEA,AL,-0.3,18,43,39,4,6,2,0,1,2,0,0,3,16,0.154,0.214,0.282,0.496,46.0,0.221,43.0,11,2,0,1,0,0,
Eli White,2024,30,ATL,NL,0.3,35,42,39,9,11,1,1,1,4,3,1,1,12,0.282,0.333,0.436,0.769,113.0,0.33,105.0,17,1,2,0,0,0,
Nick Yorke,2024,22,PIT,NL,-0.2,11,42,37,4,8,0,0,2,5,2,0,4,12,0.216,0.286,0.378,0.664,84.0,0.299,78.0,14,0,0,0,1,0,
Luisangel Acuña,2024,22,NYM,NL,0.5,14,40,39,6,12,2,1,3,6,0,1,1,6,0.308,0.325,0.641,0.966,168.0,0.387,165.0,25,1,0,0,0,0,
Jonathan Ornelas,2024,24,TEX,AL,0.0,18,40,37,1,8,2,0,0,3,0,0,2,13,0.216,0.256,0.27,0.527,52.0,0.237,46.0,10,0,0,1,0,0,
Jhonny Pereda,2024,28,MIA,NL,-0.1,20,40,39,2,9,0,0,0,4,0,0,0,10,0.231,0.25,0.231,0.481,33.0,0.239,37.0,9,2,1,0,0,0,
Johnathan Rodríguez,2024,24,CLE,AL,-0.4,13,40,31,6,4,1,0,0,5,0,0,9,14,0.129,0.325,0.161,0.486,46.0,0.25,55.0,5,1,0,0,0,0,
Armando Alvarez,2024,29,OAK,AL,-0.4,16,39,37,7,9,1,0,0,2,1,0,2,8,0.243,0.282,0.27,0.552,63.0,0.252,57.0,10,1,0,0,0,0,
Zach Remillard,2024,30,CHW,AL,0.2,15,39,33,3,8,1,1,0,1,1,0,5,10,0.242,0.342,0.333,0.675,96.0,0.331,111.0,11,1,0,1,0,0,
Jordyn Adams,2024,24,LAA,AL,-0.2,11,38,35,4,8,0,0,1,4,2,0,3,12,0.229,0.289,0.314,0.604,72.0,0.28,67.0,11,1,0,0,0,0,
Oscar Colás,2024,25,CHW,AL,0.1,13,38,33,1,9,0,0,0,4,0,1,4,10,0.273,0.368,0.273,0.641,89.0,0.285,91.0,9,0,1,0,0,0,
Tom Murphy,2024,33,SFG,NL,-0.4,13,38,34,3,4,1,0,1,2,0,0,4,14,0.118,0.211,0.235,0.446,29.0,0.206,27.0,8,0,0,0,0,0,
Blake Sabol,2024,26,SFG,NL,0.3,11,38,32,3,10,2,0,0,1,0,0,5,9,0.313,0.421,0.375,0.796,133.0,0.35,132.0,12,0,1,0,0,1,
Logan Driscoll,2024,26,TBR,AL,-0.1,15,37,35,2,6,0,0,1,5,0,0,1,6,0.171,0.189,0.257,0.446,27.0,0.186,11.0,9,0,0,0,1,0,
David Villar,2024,27,SFG,NL,0.0,11,37,35,3,9,4,0,1,4,0,0,1,13,0.257,0.27,0.457,0.727,105.0,0.302,96.0,16,0,0,0,1,0,
Joey Wendle,2024,34,NYM,NL,-0.1,18,37,36,3,8,1,0,0,1,1,0,1,9,0.222,0.243,0.25,0.493,42.0,0.225,34.0,9,0,0,0,0,0,
Adael Amador,2024,21,COL,NL,-0.4,10,36,35,1,6,1,0,0,0,1,0,1,6,0.171,0.194,0.2,0.394,8.0,0.21,10.0,7,1,0,0,0,0,
Javier Sanoja,2024,21,MIA,NL,0.0,15,36,35,3,8,2,0,0,2,0,0,1,4,0.229,0.25,0.286,0.536,46.0,0.235,34.0,10,2,0,0,0,0,
Forrest Wall,2024,28,2TM,NL,0.0,16,35,32,4,8,0,0,0,1,4,3,3,8,0.25,0.314,0.25,0.564,61.0,0.235,52.0,8,0,0,0,0,0,
Forrest Wall,2024,28,ATL,NL,0.0,13,32,29,3,7,0,0,0,1,3,3,3,6,0.241,0.313,0.241,0.554,58.0,0.222,49.0,7,0,0,0,0,0,
Forrest Wall,2024,28,MIA,NL,0.0,3,3,3,1,1,0,0,0,0,1,0,0,2,0.333,0.333,0.333,0.667,83.0,0.379,82.0,1,0,0,0,0,0,
Aledmys Díaz,2024,33,2TM,AL,-0.6,14,34,33,2,3,0,0,0,1,0,0,1,9,0.091,0.118,0.091,0.209,-38.0,0.099,-49.0,3,0,0,0,0,0,
Aledmys Díaz,2024,33,OAK,AL,-0.5,12,30,29,2,3,0,0,0,1,0,0,1,7,0.103,0.133,0.103,0.237,-29.0,0.112,-39.0,3,0,0,0,0,0,
Aledmys Díaz,2024,33,HOU,AL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,-124.0,0,0,0,0,0,0,
Niko Goodrum,2024,32,2TM,AL,-0.8,13,33,29,2,3,0,0,0,0,1,1,3,10,0.103,0.188,0.103,0.291,-13.0,0.168,1.0,3,0,0,1,0,0,
Niko Goodrum,2024,32,TBR,AL,-0.4,9,18,16,1,3,0,0,0,0,0,1,1,6,0.188,0.235,0.188,0.423,24.0,0.169,16.0,3,0,0,1,0,0,
Niko Goodrum,2024,32,LAA,AL,-0.5,4,15,13,1,0,0,0,0,0,1,0,2,4,0.0,0.133,0.0,0.133,-57.0,0.168,-16.0,0,0,0,0,0,0,
Nacho Alvarez Jr.,2024,21,ATL,NL,-0.5,8,32,30,1,3,0,0,0,0,0,0,0,10,0.1,0.156,0.1,0.256,-26.0,0.129,-37.0,3,1,2,0,0,0,
Travis Blankenhorn,2024,27,WSN,NL,-0.5,13,32,31,2,4,1,0,0,5,0,0,1,9,0.129,0.156,0.161,0.318,-9.0,0.144,-21.0,5,0,0,0,0,0,
Graham Pauley,2024,23,SDP,NL,-0.4,13,32,32,4,4,0,0,2,5,0,0,0,15,0.125,0.125,0.313,0.438,17.0,0.179,0.0,10,1,0,0,0,0,
César Salazar,2024,28,HOU,AL,0.2,12,32,25,5,8,2,0,0,8,0,0,2,6,0.32,0.387,0.4,0.787,128.0,0.344,125.0,10,0,2,1,2,0,
Luis De Los Santos,2024,26,TOR,AL,-0.1,13,31,29,2,5,2,0,0,1,0,0,2,10,0.172,0.226,0.241,0.467,34.0,0.208,26.0,7,2,0,0,0,0,
Tristan Gray,2024,28,2TM,2LG,-0.1,15,31,28,0,3,1,0,0,0,0,0,3,16,0.107,0.194,0.143,0.336,-1.0,0.164,-5.0,4,0,0,0,0,0,
Tristan Gray,2024,28,MIA,NL,-0.1,7,7,7,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,-136.0,0,0,0,0,0,0,
Tristan Gray,2024,28,OAK,AL,0.0,8,24,21,0,3,1,0,0,0,0,0,3,13,0.143,0.25,0.19,0.44,31.0,0.212,33.0,4,0,0,0,0,0,
Jason Vosler,2024,30,SEA,AL,-0.1,10,30,28,2,5,1,1,0,3,0,0,2,9,0.179,0.233,0.286,0.519,53.0,0.229,50.0,8,0,0,0,0,0,
Trenton Brooks,2024,28,SFG,NL,-0.2,12,29,25,3,3,0,0,0,1,1,0,4,6,0.12,0.241,0.12,0.361,10.0,0.193,12.0,3,1,0,0,0,0,
Blake Dunn,2024,25,CIN,NL,-0.2,19,29,26,8,4,1,0,1,1,2,0,2,11,0.154,0.241,0.308,0.549,49.0,0.263,44.0,8,1,1,0,0,0,
Ehire Adrianza,2024,34,LAA,AL,0.1,8,28,26,4,5,1,0,1,2,0,0,2,11,0.192,0.25,0.346,0.596,67.0,0.255,58.0,9,1,0,0,0,0,
Alexander Canario,2024,24,CHC,NL,0.3,15,28,25,4,7,1,0,1,2,1,0,2,11,0.28,0.357,0.44,0.797,125.0,0.35,120.0,11,0,1,0,0,0,
Charles Leblanc,2024,28,LAA,AL,0.1,11,28,21,6,4,0,0,2,6,0,0,7,9,0.19,0.393,0.476,0.869,146.0,0.378,145.0,10,0,0,0,0,0,
Billy McKinney,2024,29,PIT,NL,0.0,10,28,25,4,5,1,0,0,2,0,0,2,13,0.2,0.286,0.24,0.526,49.0,0.247,48.0,6,1,1,0,0,0,
Matt Mervis,2024,26,CHC,NL,-0.4,9,28,26,1,3,1,0,0,3,0,0,1,8,0.115,0.148,0.154,0.302,-14.0,0.138,-31.0,4,0,0,0,0,0,
Joey Wiemer,2024,25,2TM,NL,-0.2,21,28,26,2,4,0,0,0,0,1,1,2,9,0.154,0.214,0.154,0.368,5.0,0.165,-5.0,4,0,0,0,0,0,
Joey Wiemer,2024,25,MIL,NL,-0.2,19,27,26,2,4,0,0,0,0,1,1,1,9,0.154,0.185,0.154,0.339,-4.0,0.145,-19.0,4,0,0,0,0,0,
Joey Wiemer,2024,25,CIN,NL,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,,0.691,373.0,0,0,0,0,0,0,
Keston Hiura,2024,27,LAA,AL,-0.6,10,27,27,1,4,0,0,0,1,0,1,0,10,0.148,0.148,0.148,0.296,-15.0,0.11,-33.0,4,0,0,0,0,0,
Owen Miller,2024,27,MIL,NL,-0.5,14,27,27,2,5,1,0,0,3,0,0,0,8,0.185,0.185,0.222,0.407,13.0,0.175,-5.0,6,1,0,0,0,0,
Cal Stevenson,2024,27,PHI,NL,-0.1,18,27,24,2,6,3,0,0,6,0,0,3,4,0.25,0.333,0.375,0.708,99.0,0.311,96.0,9,1,0,0,0,0,
Jace Peterson,2024,34,ARI,NL,-0.6,14,26,22,2,1,0,0,0,1,0,0,3,6,0.045,0.154,0.045,0.199,-40.0,0.114,-48.0,1,1,0,0,1,0,
Buddy Kennedy,2024,25,2TM,2LG,0.2,14,26,21,3,4,1,0,1,6,1,0,4,7,0.19,0.308,0.381,0.689,94.0,0.311,90.0,8,0,0,0,1,0,
Buddy Kennedy,2024,25,DET,AL,0.2,6,13,10,2,2,0,0,1,4,1,0,2,4,0.2,0.308,0.5,0.808,125.0,0.35,114.0,5,0,0,0,1,0,
Buddy Kennedy,2024,25,PHI,NL,0.0,8,13,11,1,2,1,0,0,2,0,0,2,3,0.182,0.308,0.273,0.58,66.0,0.271,67.0,3,0,0,0,0,0,
Grae Kessinger,2024,26,HOU,AL,-0.4,22,25,21,4,0,0,0,0,0,0,0,3,7,0.0,0.16,0.0,0.16,-48.0,0.111,-42.0,0,1,1,0,0,0,
Donovan Walton,2024,30,SFG,NL,0.0,9,25,22,3,3,0,0,1,2,0,0,2,7,0.136,0.24,0.273,0.513,48.0,0.236,49.0,6,2,1,0,0,0,
Mickey Gasper,2024,28,BOS,AL,-0.2,13,23,18,1,0,0,0,0,0,0,0,4,8,0.0,0.217,0.0,0.217,-32.0,0.151,-22.0,0,1,1,0,0,0,
Pedro León,2024,26,HOU,AL,-0.3,7,21,20,2,2,0,0,0,0,2,0,1,10,0.1,0.143,0.1,0.243,-28.0,0.141,-38.0,2,2,0,0,0,0,
Austin Wynns,2024,33,CIN,NL,0.4,7,20,19,3,7,4,0,0,2,0,0,0,5,0.368,0.4,0.579,0.979,164.0,0.409,160.0,11,0,1,0,0,0,
Isaac Collins,2024,26,MIL,NL,-0.3,11,19,17,0,2,0,0,0,0,1,0,2,10,0.118,0.211,0.118,0.328,-5.0,0.175,-14.0,2,0,0,0,0,0,
Jason Delay,2024,29,PIT,NL,0.1,7,19,15,1,3,3,0,0,6,0,0,3,0,0.2,0.333,0.4,0.733,104.0,0.322,102.0,6,0,0,1,0,0,
Drew Waters,2024,25,KCR,AL,0.0,7,19,16,2,3,1,0,0,1,0,0,2,6,0.188,0.316,0.25,0.566,63.0,0.265,63.0,4,0,1,0,0,0,
Jorge Barrosa,2024,23,ARI,NL,0.0,8,18,17,3,3,2,0,0,1,1,0,0,2,0.176,0.176,0.294,0.471,28.0,0.213,9.0,5,0,0,1,0,0,
Bubba Thompson,2024,26,CIN,NL,-0.3,17,18,18,5,2,1,0,0,0,5,0,0,11,0.111,0.111,0.167,0.278,-25.0,0.186,-47.0,3,1,0,0,0,0,
Rafael Ortega,2024,33,CHW,AL,-0.2,14,17,14,4,1,0,0,0,1,2,0,2,4,0.071,0.176,0.071,0.248,-24.0,0.21,8.0,1,1,0,0,1,0,
Brett Sullivan,2024,30,SDP,NL,0.0,7,17,16,1,3,0,0,1,2,0,0,1,4,0.188,0.235,0.375,0.61,67.0,0.253,54.0,6,0,0,0,0,0,
Sam Haggerty,2024,30,SEA,AL,-0.3,8,16,15,1,1,0,0,0,1,1,0,1,4,0.067,0.125,0.067,0.192,-41.0,0.114,-43.0,1,0,0,0,0,0,
Tyler Heineman,2024,33,2TM,AL,0.2,7,16,12,2,1,0,0,0,0,0,0,3,6,0.083,0.313,0.083,0.396,22.0,0.223,35.0,1,0,1,0,0,0,
Tyler Heineman,2024,33,BOS,AL,0.1,2,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.333,0.0,0.333,5.0,0.239,41.0,0,0,1,0,0,0,
Tyler Heineman,2024,33,TOR,AL,0.1,5,13,10,2,1,0,0,0,0,0,0,3,5,0.1,0.308,0.1,0.408,25.0,0.22,34.0,1,0,0,0,0,0,
Liván Soto,2024,24,2TM,2LG,0.1,13,16,13,1,3,1,0,0,0,0,0,3,3,0.231,0.375,0.308,0.683,102.0,0.318,107.0,4,0,0,0,0,0,
Liván Soto,2024,24,CIN,NL,-0.1,1,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-138.0,0,0,0,0,0,0,
Liván Soto,2024,24,BAL,AL,0.2,12,13,10,1,3,1,0,0,0,0,0,3,2,0.3,0.462,0.4,0.862,157.0,0.392,164.0,4,0,0,0,0,0,
Kameron Misner,2024,26,TBR,AL,-0.3,8,15,15,0,1,0,0,0,0,0,0,0,10,0.067,0.067,0.067,0.133,-61.0,0.06,-79.0,1,0,0,0,0,0,
Carlos Narváez,2024,25,NYY,AL,0.1,6,15,13,0,3,0,0,0,0,0,0,2,6,0.231,0.333,0.231,0.564,65.0,0.27,69.0,3,0,0,0,0,0,
Jakson Reetz,2024,28,SFG,NL,-0.2,6,15,14,1,2,1,0,1,1,0,0,1,5,0.143,0.2,0.429,0.629,75.0,0.263,69.0,6,1,0,0,0,0,
Ryan McKenna,2024,27,2TM,2LG,0.1,13,15,14,4,3,0,0,2,2,1,1,1,5,0.214,0.267,0.643,0.91,154.0,0.354,147.0,9,0,0,0,0,0,
Ryan McKenna,2024,27,BAL,AL,0.1,9,9,8,3,3,0,0,2,2,0,1,1,1,0.375,0.444,1.125,1.569,341.0,0.563,326.0,9,0,0,0,0,0,
Ryan McKenna,2024,27,SFG,NL,0.0,4,6,6,1,0,0,0,0,0,1,0,0,4,0.0,0.0,0.0,0.0,-100.0,0.041,-119.0,0,0,0,0,0,0,
Darren Baker,2024,25,WSN,NL,0.0,9,14,14,1,7,2,0,0,0,0,0,0,3,0.5,0.5,0.643,1.143,223.0,0.483,224.0,9,0,0,0,0,0,
Hunter Feduccia,2024,27,LAD,NL,0.1,5,14,12,2,4,0,0,0,1,0,0,2,2,0.333,0.429,0.333,0.762,123.0,0.354,132.0,4,1,0,0,0,0,
DaShawn Keirsey,2024,27,MIN,AL,0.0,6,14,13,1,2,0,0,1,1,0,0,0,1,0.154,0.214,0.385,0.599,64.0,0.254,55.0,5,0,1,0,0,0,
Luis Vázquez,2024,24,CHC,NL,-0.2,11,14,12,2,1,0,0,0,1,0,0,0,6,0.083,0.143,0.083,0.226,-33.0,0.109,-48.0,1,1,1,0,1,0,
Brandon Lockridge,2024,27,SDP,NL,0.0,12,12,12,4,2,0,0,1,1,2,0,0,4,0.167,0.167,0.417,0.583,56.0,0.275,42.0,5,0,0,0,0,0,
Bryce Teodosio,2024,25,LAA,AL,-0.2,5,12,12,1,1,0,0,0,0,0,0,0,5,0.083,0.083,0.083,0.167,-52.0,0.141,-24.0,1,0,0,0,0,0,
Eddy Alvarez,2024,34,NYM,NL,0.1,12,11,9,2,0,0,0,0,0,0,0,1,2,0.0,0.182,0.0,0.182,-41.0,0.128,-31.0,0,0,1,0,0,0,
Levi Jordan,2024,28,CIN,NL,-0.2,7,11,10,1,1,1,0,0,1,0,0,0,3,0.1,0.091,0.2,0.291,-24.0,0.113,-53.0,2,0,0,0,1,0,
Oswald Peraza,2024,24,NYY,AL,0.1,4,11,10,2,2,0,0,1,1,0,0,1,3,0.2,0.273,0.5,0.773,113.0,0.329,110.0,5,0,0,0,0,0,
Kevin Alcántara,2024,21,CHC,NL,-0.2,3,10,10,1,1,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2,-43.0,0.08,-69.0,1,0,0,0,0,0,
Matt Duffy,2024,33,TEX,AL,0.2,4,10,7,2,2,0,0,0,0,0,0,2,1,0.286,0.5,0.286,0.786,135.0,0.388,156.0,2,0,1,0,0,0,
Michael Helman,2024,28,MIN,AL,0.1,9,10,10,2,3,2,0,0,0,0,0,0,3,0.3,0.3,0.5,0.8,120.0,0.329,109.0,5,0,0,0,0,0,
Tony Kemp,2024,32,BAL,AL,-0.2,5,10,9,1,0,0,0,0,0,0,0,1,1,0.0,0.1,0.0,0.1,-67.0,0.069,-67.0,0,0,0,0,0,0,
J.P. Martínez,2024,28,ATL,NL,0.0,7,10,10,2,2,1,0,0,0,1,0,0,4,0.2,0.2,0.3,0.5,37.0,0.328,89.0,3,0,0,0,0,0,
Liover Peguero,2024,23,PIT,NL,-0.1,3,10,10,0,2,1,0,0,2,0,0,0,3,0.2,0.2,0.3,0.5,37.0,0.204,17.0,3,0,0,0,0,0,
Edwin Ríos,2024,30,CIN,NL,-0.1,5,10,9,1,1,0,0,0,0,0,0,1,4,0.111,0.2,0.111,0.311,-11.0,0.159,-21.0,1,0,0,0,0,0,
Rob Brantly,2024,34,TBR,AL,0.0,3,9,9,0,1,0,0,0,0,0,0,0,2,0.111,0.111,0.111,0.222,-36.0,0.099,-51.0,1,0,0,0,0,0,
Vinny Capra,2024,27,MIL,NL,-0.1,3,9,9,1,1,1,0,0,0,0,0,0,3,0.111,0.111,0.222,0.333,-11.0,0.138,-31.0,2,1,0,0,0,0,
David Fletcher,2024,30,ATL,NL,0.0,5,9,8,0,2,0,0,0,2,0,0,0,1,0.25,0.222,0.25,0.472,32.0,0.188,6.0,2,0,0,0,1,0,
Cade Marlowe,2024,27,SEA,AL,0.0,8,9,8,1,2,0,0,0,0,0,0,1,1,0.25,0.333,0.25,0.583,77.0,0.275,82.0,2,1,0,0,0,0,
CJ Alexander,2024,27,KCR,AL,-0.2,4,8,8,0,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-29.0,0.112,-48.0,1,0,0,0,0,0,
Conner Capel,2024,27,CIN,NL,-0.1,5,8,8,1,2,0,0,0,0,1,0,0,2,0.25,0.25,0.25,0.5,38.0,0.254,27.0,2,0,0,0,0,0,
