player,year,age,team,league,games,games_started,games_completed,innings,chances,putouts,assists,errors,double_plays,fielding_percentage,tz_runs,tz_runs_rate,drs,drs_rate,range_9,lg_range_9,range_g,lg_range_g
Mike Baumann,2024,28,MIA,NL,11,0,0,13.2,3,2,1,0,0,1.0,,,0,0.0,1.98,1.38,0.27,1.34
Mark Leiter Jr.,2024,33,2TM,2LG,60,0,0,58.0,6,1,4,1,0,0.833,,,0,0.0,0.78,1.35,0.08,1.32
Mark Leiter Jr.,2024,33,CHC,NL,39,0,0,36.1,3,1,2,0,0,1.0,,,-1,-6.0,0.74,1.36,0.08,1.34
Mark Leiter Jr.,2024,33,NYY,AL,21,0,0,21.2,3,0,2,1,0,0.667,,,1,9.0,0.83,1.33,0.1,1.29
David Bednar,2024,29,PIT,NL,62,0,0,57.2,6,4,2,0,0,1.0,,,-3,-10.0,0.94,1.36,0.1,1.34
Nick Sandlin,2024,27,CLE,AL,68,1,0,57.2,10,1,9,0,1,1.0,,,2,7.0,1.56,1.31,0.15,1.29
Nick Mears,2024,27,2TM,NL,54,0,0,57.2,4,0,4,0,0,1.0,,,-1,-3.0,0.62,1.36,0.07,1.34
Nick Mears,2024,27,COL,NL,41,0,0,45.1,3,0,3,0,0,1.0,,,-1,-4.0,0.6,1.35,0.07,1.34
Nick Mears,2024,27,MIL,NL,13,0,0,12.1,1,0,1,0,0,1.0,,,0,0.0,0.73,1.39,0.08,1.34
Alex Faedo,2024,28,DET,AL,37,6,0,57.1,8,3,4,1,1,0.875,,,1,3.0,1.1,1.3,0.19,1.29
Reed Garrett,2024,31,NYM,NL,53,0,0,57.1,9,1,7,1,0,0.889,,,1,3.0,1.26,1.37,0.15,1.34
Max Meyer,2024,25,MIA,NL,11,11,0,57.0,13,8,4,1,0,0.923,,,0,0.0,1.89,1.36,1.09,1.34
Zack Kelly,2024,29,BOS,AL,49,3,0,56.2,18,9,9,0,0,1.0,,,1,4.0,2.86,1.32,0.37,1.29
James McArthur,2024,27,KCR,AL,57,0,0,56.2,14,4,9,1,0,0.929,,,3,11.0,2.06,1.32,0.23,1.29
T.J. McFarland,2024,35,OAK,AL,79,0,0,56.2,18,9,9,0,1,1.0,,,0,0.0,2.86,1.32,0.23,1.29
Ryan Pressly,2024,35,HOU,AL,59,0,0,56.2,11,5,6,0,1,1.0,,,0,0.0,1.75,1.32,0.19,1.29
Jacob Webb,2024,30,BAL,AL,60,0,0,56.2,8,2,6,0,0,1.0,,,0,0.0,1.27,1.32,0.13,1.29
Alexis Díaz,2024,27,CIN,NL,60,0,0,56.1,6,4,2,0,1,1.0,,,0,0.0,0.96,1.36,0.1,1.34
Pierce Johnson,2024,33,ATL,NL,58,0,0,56.1,11,2,9,0,1,1.0,,,1,4.0,1.76,1.36,0.19,1.34
Andrew Chafin,2024,34,2TM,AL,62,0,0,56.1,5,3,2,0,0,1.0,,,0,0.0,0.8,1.31,0.08,1.29
Andrew Chafin,2024,34,DET,AL,41,0,0,37.0,3,3,0,0,0,1.0,,,0,0.0,0.73,1.31,0.07,1.29
Andrew Chafin,2024,34,TEX,AL,21,0,0,19.1,2,0,2,0,0,1.0,,,0,0.0,0.93,1.3,0.1,1.29
Burch Smith,2024,34,2TM,2LG,50,0,0,56.1,8,1,7,0,0,1.0,,,0,0.0,1.28,1.34,0.16,1.32
Burch Smith,2024,34,MIA,NL,25,0,0,29.2,6,0,6,0,0,1.0,,,0,0.0,1.82,1.37,0.24,1.34
Burch Smith,2024,34,BAL,AL,25,0,0,26.2,2,1,1,0,0,1.0,,,0,0.0,0.68,1.32,0.08,1.29
Bobby Miller,2024,25,LAD,NL,13,13,0,56.0,4,2,2,0,0,1.0,,,0,0.0,0.64,1.37,0.31,1.34
Adam Ottavino,2024,38,NYM,NL,60,0,0,56.0,11,9,2,0,0,1.0,,,-3,-11.0,1.77,1.37,0.18,1.34
Shelby Miller,2024,33,DET,AL,51,0,0,55.2,2,2,0,0,0,1.0,,,-1,-4.0,0.32,1.31,0.04,1.29
Ben Brown,2024,24,CHC,NL,15,8,0,55.1,5,4,1,0,0,1.0,,,-1,-4.0,0.81,1.37,0.33,1.34
Aaron Bummer,2024,30,ATL,NL,56,0,0,55.1,12,1,10,1,0,0.917,,,-4,-14.0,1.79,1.37,0.2,1.34
Justin Slaten,2024,26,BOS,AL,44,0,0,55.1,4,2,2,0,0,1.0,,,0,0.0,0.65,1.3,0.09,1.29
Keaton Winn,2024,26,SFG,NL,12,12,0,55.1,11,7,4,0,0,1.0,,,1,4.0,1.79,1.37,0.92,1.34
John Brebbia,2024,34,2TM,2LG,59,0,0,55.1,4,0,4,0,0,1.0,,,-1,-4.0,0.65,1.32,0.07,1.29
John Brebbia,2024,34,CHW,AL,54,0,0,48.2,3,0,3,0,0,1.0,,,-1,-4.0,0.55,1.31,0.06,1.29
John Brebbia,2024,34,ATL,NL,5,0,0,6.2,1,0,1,0,0,1.0,,,0,0.0,1.35,1.35,0.2,1.34
Ryne Stanek,2024,32,2TM,2LG,63,0,0,55.1,6,5,1,0,0,1.0,,,0,0.0,0.98,1.33,0.1,1.3
Ryne Stanek,2024,32,SEA,AL,46,0,0,39.0,4,3,1,0,0,1.0,,,0,0.0,0.92,1.32,0.09,1.29
Ryne Stanek,2024,32,NYM,NL,17,0,0,16.1,2,2,0,0,0,1.0,,,0,0.0,1.1,1.38,0.12,1.34
Scott Barlow,2024,31,CLE,AL,63,0,0,55.0,9,4,5,0,0,1.0,,,-2,-7.0,1.47,1.31,0.14,1.29
Owen Miller,2024,27,MIL,NL,11,7,3,55.0,57,51,6,0,6,1.0,0.0,-7.0,-1,-22.0,9.33,7.18,4.38,6.58
Carlos Estévez,2024,31,2TM,2LG,54,0,0,55.0,6,1,4,1,0,0.833,,,0,0.0,0.82,1.33,0.09,1.31
Carlos Estévez,2024,31,LAA,AL,34,0,0,34.0,2,0,2,0,0,1.0,,,0,0.0,0.53,1.3,0.06,1.29
Carlos Estévez,2024,31,PHI,NL,20,0,0,21.0,4,1,2,1,0,0.75,,,0,0.0,1.29,1.37,0.15,1.34
Kenley Jansen,2024,36,BOS,AL,54,0,0,54.2,2,1,1,0,0,1.0,,,-1,-4.0,0.33,1.32,0.04,1.29
Pedro León,2024,26,HOU,AL,6,6,6,54.2,7,7,0,0,0,1.0,-3.0,-55.0,0,0.0,1.15,2.27,1.17,2.23
Kyle Nicolas,2024,25,PIT,NL,51,0,0,54.2,5,2,3,0,1,1.0,,,1,4.0,0.82,1.37,0.1,1.34
Evan Phillips,2024,29,LAD,NL,61,0,0,54.2,9,4,4,1,0,0.889,,,-1,-4.0,1.32,1.37,0.13,1.34
Jhoan Durán,2024,26,MIN,AL,58,0,0,54.1,20,8,11,1,0,0.95,,,0,0.0,3.15,1.31,0.33,1.29
Spencer Turnbull,2024,31,PHI,NL,17,7,0,54.1,10,7,3,0,0,1.0,,,-2,-7.0,1.66,1.36,0.59,1.34
Caleb Ferguson,2024,27,2TM,AL,62,0,0,54.1,7,4,3,0,0,1.0,,,-1,-4.0,1.16,1.31,0.11,1.29
Caleb Ferguson,2024,27,NYY,AL,42,0,0,33.1,3,2,1,0,0,1.0,,,-1,-6.0,0.81,1.3,0.07,1.29
Caleb Ferguson,2024,27,HOU,AL,20,0,0,21.0,4,2,2,0,0,1.0,,,0,0.0,1.71,1.33,0.2,1.29
Charles Leblanc,2024,28,LAA,AL,10,6,3,54.0,30,17,12,1,3,0.967,-1.0,-27.0,-1,-22.0,4.83,3.92,2.64,3.96
Edwin Díaz,2024,30,NYM,NL,54,0,0,53.2,5,1,3,1,0,0.8,,,-5,-19.0,0.67,1.36,0.07,1.34
Calvin Faucher,2024,28,MIA,NL,53,0,0,53.2,6,0,6,0,0,1.0,,,0,0.0,1.01,1.36,0.11,1.34
Billy McKinney,2024,29,PIT,NL,10,6,3,53.2,9,8,1,0,0,1.0,-2.0,-38.0,1,22.0,1.51,2.21,0.9,2.18
Cionel Pérez,2024,28,BAL,AL,62,0,0,53.2,14,4,10,0,0,1.0,,,0,0.0,2.35,1.31,0.23,1.29
Ángel Zerpa,2024,24,KCR,AL,60,0,0,53.2,13,3,8,2,0,0.846,,,1,4.0,1.84,1.31,0.18,1.29
Bryan Hoeing,2024,27,2TM,NL,34,2,0,53.2,11,3,7,1,2,0.909,,,-2,-7.0,1.68,1.36,0.29,1.34
Bryan Hoeing,2024,27,MIA,NL,16,2,0,30.0,4,2,1,1,0,0.75,,,-2,-13.0,0.9,1.35,0.19,1.34
Bryan Hoeing,2024,27,SDP,NL,18,0,0,23.2,7,1,6,0,2,1.0,,,0,0.0,2.66,1.37,0.39,1.34
Justin Anderson,2024,31,CHW,AL,56,0,0,53.1,5,1,4,0,0,1.0,,,-1,-4.0,0.84,1.32,0.09,1.29
Chad Green,2024,33,TOR,AL,53,0,0,53.1,5,2,3,0,0,1.0,,,0,0.0,0.84,1.32,0.09,1.29
Chad Kuhl,2024,31,CHW,AL,31,1,0,53.1,9,6,3,0,1,1.0,,,1,4.0,1.52,1.32,0.29,1.29
Anthony Bender,2024,29,MIA,NL,59,0,0,53.0,6,4,2,0,0,1.0,,,-1,-4.0,1.02,1.36,0.1,1.34
Luke Jackson,2024,32,2TM,NL,52,0,0,53.0,5,2,2,1,0,0.8,,,-2,-8.0,0.68,1.36,0.08,1.34
Luke Jackson,2024,32,SFG,NL,36,0,0,35.0,4,1,2,1,0,0.75,,,-1,-6.0,0.77,1.36,0.08,1.34
Luke Jackson,2024,32,ATL,NL,16,0,0,18.0,1,1,0,0,0,1.0,,,-1,-11.0,0.5,1.35,0.06,1.34
Jorge López,2024,31,2TM,NL,52,0,0,53.0,8,2,3,3,0,0.625,,,-3,-11.0,0.85,1.36,0.1,1.34
Jorge López,2024,31,NYM,NL,28,0,0,26.1,3,1,0,2,0,0.333,,,-2,-15.0,0.34,1.37,0.04,1.34
Jorge López,2024,31,CHC,NL,24,0,0,26.2,5,1,3,1,0,0.8,,,-1,-8.0,1.35,1.35,0.17,1.34
Gregory Soto,2024,29,2TM,2LG,66,0,0,53.0,10,3,7,0,0,1.0,,,-1,-4.0,1.7,1.34,0.15,1.32
Gregory Soto,2024,29,PHI,NL,43,0,0,35.1,5,2,3,0,0,1.0,,,-1,-6.0,1.27,1.35,0.12,1.34
Gregory Soto,2024,29,BAL,AL,23,0,0,17.2,5,1,4,0,0,1.0,,,0,0.0,2.55,1.32,0.22,1.29
Seth Martinez,2024,29,HOU,AL,44,0,0,52.2,10,5,5,0,0,1.0,,,1,4.0,1.71,1.32,0.23,1.29
Craig Kimbrel,2024,36,BAL,AL,57,0,0,52.1,6,3,2,1,0,0.833,,,-2,-8.0,0.86,1.31,0.09,1.29
Randy Rodríguez,2024,24,SFG,NL,35,1,0,52.1,8,2,6,0,0,1.0,,,1,4.0,1.38,1.36,0.23,1.34
José Suarez,2024,26,LAA,AL,22,3,0,52.1,3,0,3,0,0,1.0,,,0,0.0,0.52,1.31,0.14,1.29
Bubba Thompson,2024,26,CIN,NL,11,5,4,52.0,15,15,0,0,0,1.0,-1.0,-12.0,-1,-23.0,2.6,2.22,1.36,2.18
John Schreiber,2024,30,KCR,AL,59,0,0,51.2,11,6,4,1,0,0.909,,,-1,-4.0,1.74,1.31,0.17,1.29
Huascar Brazobán,2024,34,2TM,NL,39,0,0,51.2,12,8,3,1,0,0.917,,,-1,-4.0,1.92,1.36,0.28,1.34
Huascar Brazobán,2024,34,MIA,NL,20,0,0,30.2,8,5,3,0,0,1.0,,,0,0.0,2.35,1.35,0.4,1.34
Huascar Brazobán,2024,34,NYM,NL,19,0,0,21.0,4,3,0,1,0,0.75,,,-1,-10.0,1.29,1.37,0.16,1.34
Tyler Ferguson,2024,30,OAK,AL,48,0,0,51.1,2,0,2,0,0,1.0,,,1,4.0,0.35,1.31,0.04,1.29
Colin Holderman,2024,28,PIT,NL,55,0,0,51.1,9,5,4,0,0,1.0,,,-1,-4.0,1.58,1.37,0.16,1.34
Elvis Peguero,2024,27,MIL,NL,52,0,0,51.1,7,1,5,1,1,0.857,,,-1,-4.0,1.05,1.37,0.12,1.34
Brennan Bernardino,2024,32,BOS,AL,57,3,0,51.0,13,5,6,2,0,0.846,,,2,8.0,1.94,1.31,0.19,1.29
Michael Grove,2024,27,LAD,NL,39,2,0,51.0,7,3,4,0,0,1.0,,,1,4.0,1.24,1.36,0.18,1.34
Tanner Rainey,2024,31,WSN,NL,50,0,0,51.0,6,4,2,0,0,1.0,,,-1,-4.0,1.06,1.36,0.12,1.34
José Ruiz,2024,29,PHI,NL,52,0,0,51.0,3,1,2,0,0,1.0,,,-1,-4.0,0.53,1.36,0.06,1.34
Carmen Mlodzinski,2024,25,PIT,NL,40,4,0,50.2,9,8,1,0,0,1.0,,,-1,-4.0,1.6,1.37,0.23,1.34
Hunter Harvey,2024,29,2TM,2LG,49,0,0,50.2,7,6,1,0,0,1.0,,,-4,-16.0,1.24,1.35,0.14,1.33
Hunter Harvey,2024,29,WSN,NL,43,0,0,45.0,6,5,1,0,0,1.0,,,-3,-13.0,1.2,1.36,0.14,1.34
Hunter Harvey,2024,29,KCR,AL,6,0,0,5.2,1,1,0,0,0,1.0,,,-1,-35.0,1.59,1.27,0.17,1.28
Landen Roupp,2024,25,SFG,NL,23,4,0,50.1,11,3,8,0,0,1.0,,,2,8.0,1.97,1.36,0.48,1.34
Davis Martin,2024,27,CHW,AL,11,10,0,50.0,13,4,8,1,0,0.923,,,2,8.0,2.16,1.31,1.09,1.29
Rafael Ortega,2024,33,CHW,AL,12,4,4,50.0,18,18,0,0,0,1.0,2.0,55.0,-1,-24.0,3.24,2.27,1.5,2.24
Jace Peterson,2024,34,ARI,NL,10,5,3,50.0,20,7,13,0,3,1.0,-3.0,-82.0,-3,-72.0,3.6,3.71,2.0,3.78
Eduardo Rodríguez,2024,31,ARI,NL,10,10,0,50.0,5,0,4,1,0,0.8,,,-1,-4.0,0.72,1.37,0.4,1.34
Anthony Banda,2024,30,LAD,NL,48,2,0,49.2,8,1,7,0,0,1.0,,,0,0.0,1.45,1.36,0.17,1.34
Bryce Elder,2024,25,ATL,NL,10,10,0,49.2,9,6,3,0,2,1.0,,,-2,-8.0,1.63,1.36,0.9,1.34
Andrew Nardi,2024,25,MIA,NL,59,0,0,49.2,4,0,4,0,0,1.0,,,0,0.0,0.72,1.36,0.07,1.34
Louis Varland,2024,26,MIN,AL,16,7,0,49.2,7,2,4,1,0,0.857,,,2,8.0,1.09,1.3,0.38,1.29
Quinn Priester,2024,23,2TM,2LG,11,7,0,49.2,13,7,4,2,0,0.846,,,-1,-4.0,1.99,1.36,1.0,1.34
Quinn Priester,2024,23,PIT,NL,10,6,0,44.2,10,4,4,2,0,0.8,,,-1,-4.0,1.61,1.37,0.8,1.34
Quinn Priester,2024,23,BOS,AL,1,1,0,5.0,3,3,0,0,0,1.0,,,0,0.0,5.4,1.26,3.0,1.3
Kyle Muller,2024,26,OAK,AL,21,0,0,49.1,10,5,4,1,0,0.9,,,0,0.0,1.64,1.31,0.43,1.29
Lucas Sims,2024,30,2TM,2LG,58,0,0,49.1,9,4,5,0,1,1.0,,,0,0.0,1.64,1.33,0.16,1.33
Lucas Sims,2024,30,CIN,NL,43,0,0,35.1,6,3,3,0,1,1.0,,,0,0.0,1.53,1.35,0.14,1.34
Lucas Sims,2024,30,BOS,AL,15,0,0,14.0,3,1,2,0,0,1.0,,,0,0.0,1.93,1.29,0.2,1.29
Austin Wynns,2024,33,CIN,NL,6,6,4,49.0,50,44,6,0,0,1.0,1.0,24.0,2,49.0,9.18,9.06,8.33,8.93
Buddy Kennedy,2024,25,2TM,2LG,10,4,4,49.0,24,9,15,0,3,1.0,0.0,7.0,1,24.0,4.41,3.54,2.4,3.37
Buddy Kennedy,2024,25,DET,AL,5,2,2,24.0,14,5,9,0,2,1.0,0.0,10.0,1,50.0,5.25,3.83,2.8,3.6
Buddy Kennedy,2024,25,PHI,NL,5,2,2,25.0,10,4,6,0,1,1.0,0.0,5.0,0,0.0,3.6,3.28,2.0,3.14
Spencer Bivens,2024,30,SFG,NL,27,2,0,48.2,13,6,7,0,1,1.0,,,1,4.0,2.4,1.37,0.48,1.34
Kyle Leahy,2024,27,STL,NL,33,0,0,48.2,5,1,3,1,1,0.8,,,0,0.0,0.74,1.37,0.12,1.34
Matt Moore,2024,35,LAA,AL,51,0,0,48.1,7,1,6,0,0,1.0,,,0,0.0,1.3,1.3,0.14,1.29
Zach Pop,2024,27,TOR,AL,58,0,0,48.1,9,3,5,1,0,0.889,,,-2,-8.0,1.49,1.3,0.14,1.29
Sam Haggerty,2024,30,SEA,AL,7,5,3,48.0,8,6,1,1,0,0.875,2.0,38.0,0,0.0,1.31,2.27,1.0,2.24
Joe Boyle,2024,24,OAK,AL,13,10,0,47.2,4,1,2,1,0,0.75,,,-2,-8.0,0.57,1.3,0.23,1.29
Christian Scott,2024,25,NYM,NL,9,9,0,47.1,5,3,2,0,0,1.0,,,1,4.0,0.95,1.35,0.56,1.34
Caleb Thielbar,2024,37,MIN,AL,59,0,0,47.1,7,1,5,1,0,0.857,,,-1,-4.0,1.14,1.31,0.1,1.29
Stephen Kolek,2024,27,SDP,NL,42,0,0,46.2,9,1,8,0,0,1.0,,,0,0.0,1.74,1.37,0.21,1.34
Blake Treinen,2024,36,LAD,NL,50,0,0,46.2,6,2,3,1,0,0.833,,,-2,-9.0,0.96,1.37,0.1,1.34
Justin Wilson,2024,36,CIN,NL,60,0,0,46.2,8,2,4,2,0,0.75,,,0,0.0,1.16,1.37,0.1,1.34
Trevor Megill,2024,30,MIL,NL,48,0,0,46.1,5,2,3,0,1,1.0,,,-1,-4.0,0.97,1.36,0.1,1.34
Jason Delay,2024,29,PIT,NL,6,5,4,46.0,44,42,2,0,0,1.0,1.0,26.0,0,0.0,8.61,9.06,7.33,8.93
Jordan Wicks,2024,24,CHC,NL,11,10,0,46.0,4,0,4,0,1,1.0,,,-1,-4.0,0.78,1.37,0.36,1.34
Brendon Little,2024,27,TOR,AL,49,0,0,45.2,15,6,9,0,2,1.0,,,0,0.0,2.96,1.32,0.31,1.29
Shawn Dubin,2024,28,HOU,AL,31,2,0,45.1,6,5,1,0,0,1.0,,,0,0.0,1.19,1.31,0.19,1.29
Pete Fairbanks,2024,30,TBR,AL,46,0,0,45.1,7,2,5,0,0,1.0,,,0,0.0,1.39,1.31,0.15,1.29
Brant Hurter,2024,25,DET,AL,10,1,0,45.1,4,3,1,0,0,1.0,,,-1,-4.0,0.79,1.31,0.4,1.29
Drew Waters,2024,25,KCR,AL,6,5,3,45.0,11,9,1,1,0,0.909,0.0,5.0,0,0.0,2.0,2.28,1.67,2.23
Yohan Ramírez,2024,29,4TM,2LG,38,0,0,45.0,9,3,4,2,0,0.778,,,1,4.0,1.4,1.36,0.18,1.33
Yohan Ramírez,2024,29,2TM,NL,32,0,0,37.2,7,2,3,2,0,0.714,,,0,0.0,1.19,1.36,0.16,1.34
Yohan Ramírez,2024,29,2TM,AL,6,0,0,7.1,2,1,1,0,0,1.0,,,1,27.0,2.45,1.35,0.33,1.3
Yohan Ramírez,2024,29,NYM,NL,5,0,0,8.1,0,0,0,0,0,,,,0,0.0,0.0,1.4,0.0,1.34
Yohan Ramírez,2024,29,BAL,AL,5,0,0,6.0,2,1,1,0,0,1.0,,,1,33.0,3.0,1.35,0.4,1.3
Yohan Ramírez,2024,29,LAD,NL,27,0,0,29.1,7,2,3,2,0,0.714,,,0,0.0,1.53,1.35,0.19,1.34
Yohan Ramírez,2024,29,BOS,AL,1,0,0,1.1,0,0,0,0,0,,,,0,0.0,0.0,1.35,0.0,1.3
Chris Martin,2024,38,BOS,AL,45,0,0,44.1,16,8,7,1,0,0.938,,,0,0.0,3.05,1.3,0.33,1.29
Steven Matz,2024,33,STL,NL,12,7,0,44.1,10,2,7,1,2,0.9,,,1,5.0,1.83,1.36,0.75,1.34
Drew Thorpe,2024,23,CHW,AL,9,9,0,44.1,14,10,3,1,0,0.929,,,-1,-5.0,2.64,1.3,1.44,1.29
Jhony Brito,2024,26,SDP,NL,26,0,0,43.2,8,2,5,1,0,0.875,,,-1,-5.0,1.44,1.36,0.27,1.34
Jacob Latz,2024,28,TEX,AL,46,0,0,43.2,5,2,3,0,0,1.0,,,-1,-5.0,1.03,1.32,0.11,1.29
Daniel Lynch IV,2024,27,KCR,AL,16,3,0,43.1,10,3,6,1,1,0.9,,,0,0.0,1.87,1.31,0.56,1.29
Max Scherzer,2024,39,TEX,AL,9,9,0,43.1,10,4,5,1,0,0.9,,,0,0.0,1.87,1.31,1.0,1.29
Jonathan Hernández,2024,27,2TM,AL,29,1,0,43.1,9,7,2,0,0,1.0,,,0,0.0,1.87,1.31,0.31,1.29
Jonathan Hernández,2024,27,TEX,AL,26,1,0,41.0,8,7,1,0,0,1.0,,,0,0.0,1.76,1.32,0.31,1.29
Jonathan Hernández,2024,27,SEA,AL,3,0,0,2.1,1,0,1,0,0,1.0,,,0,0.0,3.86,1.16,0.33,1.3
DL Hall,2024,25,MIL,NL,13,7,0,43.0,3,0,3,0,0,1.0,,,0,0.0,0.63,1.36,0.23,1.34
Porter Hodge,2024,23,CHC,NL,39,0,0,43.0,8,5,3,0,0,1.0,,,1,5.0,1.67,1.36,0.21,1.34
Niko Kavadas,2024,25,LAA,AL,5,5,5,43.0,48,47,1,0,2,1.0,1.0,22.0,0,0.0,10.05,8.04,9.6,7.92
Harold Ramírez,2024,29,TBR,AL,7,5,0,43.0,16,16,0,0,0,1.0,2.0,42.0,3,84.0,3.35,2.26,2.29,2.24
Cam Booser,2024,32,BOS,AL,43,0,0,42.2,7,3,3,1,0,0.857,,,1,5.0,1.27,1.31,0.14,1.29
Tommy Kahnle,2024,34,NYY,AL,50,0,0,42.2,6,4,2,0,0,1.0,,,-2,-9.0,1.27,1.31,0.12,1.29
Sam Long,2024,28,KCR,AL,43,0,0,42.2,7,1,6,0,1,1.0,,,0,0.0,1.48,1.31,0.16,1.29
Tim Mayza,2024,32,2TM,AL,50,0,0,42.2,10,4,6,0,1,1.0,,,-2,-9.0,2.11,1.31,0.2,1.29
Tim Mayza,2024,32,TOR,AL,35,0,0,24.2,2,1,1,0,0,1.0,,,-2,-16.0,0.73,1.31,0.06,1.29
Tim Mayza,2024,32,NYY,AL,15,0,0,18.0,8,3,5,0,1,1.0,,,0,0.0,4.0,1.3,0.53,1.29
Xzavion Curry,2024,25,2TM,2LG,16,5,0,42.2,2,2,0,0,0,1.0,,,0,0.0,0.42,1.33,0.13,1.32
Xzavion Curry,2024,25,CLE,AL,7,4,0,24.2,0,0,0,0,0,,,,0,0.0,0.0,1.31,0.0,1.29
Xzavion Curry,2024,25,MIA,NL,9,1,0,18.0,2,2,0,0,0,1.0,,,0,0.0,1.0,1.35,0.22,1.34
Adam Oller,2024,29,MIA,NL,8,8,0,42.1,3,1,2,0,0,1.0,,,0,0.0,0.64,1.36,0.38,1.34
Tyler Black,2024,23,MIL,NL,6,6,2,42.0,44,42,2,0,5,1.0,0.0,6.0,1,29.0,9.43,8.29,7.33,8.18
Eli Morgan,2024,28,CLE,AL,32,0,0,42.0,13,4,9,0,0,1.0,,,0,0.0,2.79,1.31,0.41,1.29
Darren McCaughan,2024,28,2TM,2LG,12,5,0,42.0,5,0,4,1,0,0.8,,,0,0.0,0.86,1.35,0.33,1.33
Darren McCaughan,2024,28,MIA,NL,10,5,0,36.0,4,0,3,1,0,0.75,,,0,0.0,0.75,1.35,0.3,1.34
Darren McCaughan,2024,28,CLE,AL,2,0,0,6.0,1,0,1,0,0,1.0,,,0,0.0,1.5,1.35,0.5,1.3
Ryan McKenna,2024,27,2TM,2LG,12,5,1,42.0,14,14,0,0,0,1.0,-2.0,-51.0,0,0.0,3.0,2.25,1.17,2.22
Ryan McKenna,2024,27,BAL,AL,8,3,1,30.0,11,11,0,0,0,1.0,-1.0,-48.0,-1,-40.0,3.3,2.28,1.38,2.24
Ryan McKenna,2024,27,SFG,NL,4,2,0,12.0,3,3,0,0,0,1.0,-1.0,-60.0,1,100.0,2.25,2.18,0.75,2.18
Collin Snider,2024,28,SEA,AL,42,0,0,41.2,9,5,3,1,0,0.889,,,0,0.0,1.73,1.32,0.19,1.29
Edwin Uceta,2024,26,TBR,AL,30,0,0,41.2,3,2,1,0,0,1.0,,,-1,-5.0,0.65,1.32,0.1,1.29
Jordan Weems,2024,31,WSN,NL,41,0,0,41.2,10,1,8,1,1,0.9,,,1,5.0,1.94,1.36,0.22,1.34
Austin Adams,2024,33,OAK,AL,56,0,0,41.1,4,2,2,0,1,1.0,,,-1,-5.0,0.87,1.31,0.07,1.29
Will Smith,2024,34,KCR,AL,45,0,0,41.1,10,0,7,3,0,0.7,,,1,5.0,1.52,1.31,0.16,1.29
Brad Keller,2024,28,2TM,AL,16,2,0,41.1,8,5,3,0,0,1.0,,,0,0.0,1.74,1.31,0.5,1.29
Brad Keller,2024,28,CHW,AL,5,2,0,16.2,4,3,1,0,0,1.0,,,0,0.0,2.16,1.3,0.8,1.3
Brad Keller,2024,28,BOS,AL,11,0,0,24.2,4,2,2,0,0,1.0,,,0,0.0,1.46,1.31,0.36,1.29
Kyle Schwarber,2024,31,PHI,NL,5,5,3,41.0,10,10,0,0,0,1.0,0.0,0.0,0,0.0,2.2,2.22,2.0,2.18
Jesús Tinoco,2024,29,3TM,2LG,32,0,0,40.2,6,3,3,0,0,1.0,,,-1,-5.0,1.33,1.35,0.19,1.33
Jesús Tinoco,2024,29,2TM,NL,23,0,0,30.2,6,3,3,0,0,1.0,,,0,0.0,1.76,1.35,0.26,1.34
Jesús Tinoco,2024,29,TEX,AL,9,0,0,10.0,0,0,0,0,0,,,,-1,-20.0,0.0,1.35,0.0,1.29
Jesús Tinoco,2024,29,CHC,NL,2,0,0,4.0,2,0,2,0,0,1.0,,,0,0.0,4.5,1.35,1.0,1.35
Jesús Tinoco,2024,29,MIA,NL,21,0,0,26.2,4,3,1,0,0,1.0,,,0,0.0,1.35,1.35,0.19,1.34
Jake Bird,2024,28,COL,NL,35,0,0,40.0,5,0,5,0,0,1.0,,,0,0.0,1.13,1.35,0.14,1.34
Luis Medina,2024,25,OAK,AL,8,8,0,40.0,8,4,3,1,1,0.875,,,1,5.0,1.58,1.31,0.88,1.29
Matthew Boyd,2024,33,CLE,AL,8,8,0,39.2,5,1,3,1,0,0.8,,,0,0.0,0.91,1.32,0.5,1.29
Paul Sewald,2024,34,ARI,NL,42,0,0,39.2,6,3,3,0,0,1.0,,,0,0.0,1.36,1.36,0.14,1.34
Kyle Bradish,2024,27,BAL,AL,8,8,0,39.1,11,4,7,0,0,1.0,,,2,10.0,2.52,1.3,1.38,1.29
Erik Swanson,2024,30,TOR,AL,45,0,0,39.1,5,2,2,1,0,0.8,,,0,0.0,0.92,1.3,0.09,1.29
Alex Wood,2024,33,OAK,AL,9,9,0,39.1,9,2,7,0,1,1.0,,,2,10.0,2.06,1.3,1.0,1.29
Liván Soto,2024,24,BAL,AL,11,4,1,39.0,17,6,11,0,5,1.0,0.0,-9.0,0,0.0,3.92,3.76,1.42,3.38
Brett Sullivan,2024,30,SDP,NL,7,4,4,39.0,47,45,1,1,0,0.979,0.0,0.0,-1,-31.0,10.62,9.0,6.57,8.73
Tyler Heineman,2024,33,2TM,AL,7,4,4,39.0,42,39,3,0,1,1.0,2.0,62.0,2,62.0,9.69,8.93,6.0,7.93
Tyler Heineman,2024,33,BOS,AL,1,0,0,2.0,3,2,1,0,0,1.0,1.0,600.0,1,600.0,13.5,9.0,3.0,9.0
Tyler Heineman,2024,33,TOR,AL,6,4,4,37.0,39,37,2,0,1,1.0,1.0,32.0,1,32.0,9.49,8.93,6.5,7.75
